module,type,name,res_id,src,value,comments
account,code,addons/account/models/chart_template.py,140,Liquidity Transfer,Liquidity Transfer,
account,model,"ir.model.fields,help",account.field_account_chart_template__tax_template_ids,List of all the taxes that have to be installed by the wizard,List of all the taxes that have to be installed by the wizard,
account,code,addons/account/static/src/xml/account_reconciliation.xml,24,Load more,Load more,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,191,Load more... (,Load more... (,openerp-web
account,model,"ir.model.fields,field_description",account.field_res_company__fiscalyear_lock_date,Lock Date,Lock Date,
account,model,"ir.model.fields,field_description",account.field_res_company__period_lock_date,Lock Date for Non-Advisers,Lock Date for Non-Advisers,
account,model,"ir.model.fields,field_description",account.field_account_journal__restrict_mode_hash_table,Lock Posted Entries with Hash,Lock Posted Entries with Hash,
account,model,"ir.model.fields,field_description",account.field_account_move__restrict_mode_hash_table,Lock Posted Entries with Hash,Lock Posted Entries with Hash,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__is_log,Log an Internal Note,Log an Internal Note,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_invoice_layout_step,Looks great!,Looks great!,
account,code,addons/account/models/account_bank_statement.py,217,Loss,Loss,
account,model,"ir.model.fields,field_description",account.field_account_journal__loss_account_id,Loss Account,Loss Account,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__expense_currency_exchange_account_id,Loss Exchange Rate Account,Loss Exchange Rate Account,
account,model,"ir.model.fields,field_description",account.field_res_company__expense_currency_exchange_account_id,Loss Exchange Rate Account,Loss Exchange Rate Account,
account,code,addons/account/models/chart_template.py,402,MISC,MISC,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__mail_activity_type_id,Mail Activity Type,Mail Activity Type,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_main_attachment_id,Main Attachment,Main Attachment,
account,model,"ir.model.fields,field_description",account.field_account_journal__message_main_attachment_id,Main Attachment,Main Attachment,
account,model,"ir.model.fields,field_description",account.field_account_move__message_main_attachment_id,Main Attachment,Main Attachment,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_main_attachment_id,Main Attachment,Main Attachment,
account,model,"ir.model.fields,help",account.field_res_config_settings__currency_id,Main currency of the company.,Main currency of the company.,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Main currency of your company,Main currency of your company,
account,model,"ir.ui.menu,name",account.account_management_menu,Management,Management,
account,model,"ir.ui.menu,name",account.account_reports_management_menu,Management,Management,
account,model,"ir.ui.menu,name",account.menu_finance_entries_management,Management,Management,
account,model,"account.payment.method,name",account.account_payment_method_manual_in,Manual,Manual,
account,model,"account.payment.method,name",account.account_payment_method_manual_out,Manual,Manual,
account,code,addons/account/static/src/xml/account_reconciliation.xml,122,Manual Operations,Manual Operations,openerp-web
account,model,"ir.model.fields,help",account.field_account_journal__inbound_payment_method_ids,"Manual: Get paid by cash, check or any other method outside of Odoo.
Electronic: Get paid automatically through a payment acquirer by requesting a transaction on a card saved by the customer when buying or subscribing online (payment token).
Batch Deposit: Encase several customer checks at once by generating a batch deposit to submit to your bank. When encoding the bank statement in Odoo,you are suggested to reconcile the transaction with the batch deposit. Enable this option from the settings.","Manual: Get paid by cash, check or any other method outside of Odoo.
Electronic: Get paid automatically through a payment acquirer by requesting a transaction on a card saved by the customer when buying or subscribing online (payment token).
Batch Deposit: Encase several customer checks at once by generating a batch deposit to submit to your bank. When encoding the bank statement in Odoo,you are suggested to reconcile the transaction with the batch deposit. Enable this option from the settings.",
account,model,"ir.model.fields,help",account.field_account_payment__payment_method_id,"Manual: Get paid by cash, check or any other method outside of Odoo.
Electronic: Get paid automatically through a payment acquirer by requesting a transaction on a card saved by the customer when buying or subscribing online (payment token).
Check: Pay bill by check and print it from Odoo.
Batch Deposit: Encase several customer checks at once by generating a batch deposit to submit to your bank. When encoding the bank statement in Odoo, you are suggested to reconcile the transaction with the batch deposit.To enable batch deposit, module account_batch_payment must be installed.
SEPA Credit Transfer: Pay bill from a SEPA Credit Transfer file you submit to your bank. To enable sepa credit transfer, module account_sepa must be installed ","Manual: Get paid by cash, check or any other method outside of Odoo.
Electronic: Get paid automatically through a payment acquirer by requesting a transaction on a card saved by the customer when buying or subscribing online (payment token).
Check: Pay bill by check and print it from Odoo.
Batch Deposit: Encase several customer checks at once by generating a batch deposit to submit to your bank. When encoding the bank statement in Odoo, you are suggested to reconcile the transaction with the batch deposit.To enable batch deposit, module account_batch_payment must be installed.
SEPA Credit Transfer: Pay bill from a SEPA Credit Transfer file you submit to your bank. To enable sepa credit transfer, module account_sepa must be installed ",
account,model,"ir.model.fields,help",account.field_account_payment_register__payment_method_id,"Manual: Get paid by cash, check or any other method outside of Odoo.
Electronic: Get paid automatically through a payment acquirer by requesting a transaction on a card saved by the customer when buying or subscribing online (payment token).
Check: Pay bill by check and print it from Odoo.
Batch Deposit: Encase several customer checks at once by generating a batch deposit to submit to your bank. When encoding the bank statement in Odoo, you are suggested to reconcile the transaction with the batch deposit.To enable batch deposit, module account_batch_payment must be installed.
SEPA Credit Transfer: Pay bill from a SEPA Credit Transfer file you submit to your bank. To enable sepa credit transfer, module account_sepa must be installed ","Manual: Get paid by cash, check or any other method outside of Odoo.
Electronic: Get paid automatically through a payment acquirer by requesting a transaction on a card saved by the customer when buying or subscribing online (payment token).
Check: Pay bill by check and print it from Odoo.
Batch Deposit: Encase several customer checks at once by generating a batch deposit to submit to your bank. When encoding the bank statement in Odoo, you are suggested to reconcile the transaction with the batch deposit.To enable batch deposit, module account_batch_payment must be installed.
SEPA Credit Transfer: Pay bill from a SEPA Credit Transfer file you submit to your bank. To enable sepa credit transfer, module account_sepa must be installed ",
account,model,"ir.model.fields,help",account.field_account_journal__outbound_payment_method_ids,"Manual:Pay bill by cash or any other method outside of Odoo.
Check:Pay bill by check and print it from Odoo.
SEPA Credit Transfer: Pay bill from a SEPA Credit Transfer file you submit to your bank. Enable this option from the settings.","Manual:Pay bill by cash or any other method outside of Odoo.
Check:Pay bill by check and print it from Odoo.
SEPA Credit Transfer: Pay bill from a SEPA Credit Transfer file you submit to your bank. Enable this option from the settings.",
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__rule_type__writeoff_button,Manually create a write-off on clicked button.,Manually create a write-off on clicked button.,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__rule_type__writeoff_button,Manually create a write-off on clicked button.,Manually create a write-off on clicked button.,
account,model,"ir.model.fields.selection,name",account.selection__res_company__fiscalyear_last_month__3,March,March,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Margin Analysis,Margin Analysis,
account,model,"ir.model.fields.selection,name",account.selection__account_payment__payment_difference_handling__reconcile,Mark invoice as fully paid,Mark invoice as fully paid,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__match_label__match_regex,Match Regex,Match Regex,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__match_note__match_regex,Match Regex,Match Regex,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__match_transaction_type__match_regex,Match Regex,Match Regex,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__match_label__match_regex,Match Regex,Match Regex,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__match_note__match_regex,Match Regex,Match Regex,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__match_transaction_type__match_regex,Match Regex,Match Regex,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__rule_type__invoice_matching,Match existing invoices/bills.,Match existing invoices/bills.,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__rule_type__invoice_matching,Match existing invoices/bills.,Match existing invoices/bills.,
account,code,addons/account/static/src/xml/account_reconciliation.xml,121,Match with entries that are not from receivable/payable accounts,Match with entries that are not from receivable/payable accounts,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_move_line__matched_credit_ids,Matched Credits,Matched Credits,
account,model,"ir.model.fields,field_description",account.field_account_move_line__matched_debit_ids,Matched Debits,Matched Debits,
account,model,"ir.model.fields,field_description",account.field_account_full_reconcile__reconciled_line_ids,Matched Journal Items,Matched Journal Items,
account,model_terms,"ir.ui.view,arch_db",account.view_full_reconcile_form,Matched Journal Items,Matched Journal Items,
account,model_terms,"ir.ui.view,arch_db",account.view_full_reconcile_form,Matching,Matching,
account,model_terms,"ir.ui.view,arch_db",account.view_move_line_form,Matching,Matching,
account,model_terms,"ir.ui.view,arch_db",account.view_move_line_tree_grouped,Matching,Matching,
account,model,"ir.model.fields,field_description",account.field_account_move_line__full_reconcile_id,Matching #,Matching #,
account,model,"ir.model.fields,field_description",account.field_account_partial_reconcile__max_date,Max Date of Matched Lines,Max Date of Matched Lines,
account,model,"ir.model.fields.selection,name",account.selection__res_company__fiscalyear_last_month__5,May,May,
account,model,"ir.model.fields,field_description",account.field_account_payment__communication,Memo,Memo,
account,code,addons/account/static/src/xml/account_payment.xml,64,Memo:,Memo:,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_has_error,Message Delivery error,Message Delivery error,
account,model,"ir.model.fields,field_description",account.field_account_journal__message_has_error,Message Delivery error,Message Delivery error,
account,model,"ir.model.fields,field_description",account.field_account_move__message_has_error,Message Delivery error,Message Delivery error,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_has_error,Message Delivery error,Message Delivery error,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__record_name,Message Record Name,Message Record Name,
account,model,"ir.model.fields,field_description",account.field_res_partner__invoice_warn_msg,Message for Invoice,Message for Invoice,
account,model,"ir.model.fields,field_description",account.field_res_users__invoice_warn_msg,Message for Invoice,Message for Invoice,
account,model,"ir.model.fields,help",account.field_account_invoice_send__message_type,"Message type: email for email message, notification for system message, comment for other messages such as user replies","Message type: email for email message, notification for system message, comment for other messages such as user replies",
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_ids,Messages,Messages,
account,model,"ir.model.fields,field_description",account.field_account_journal__message_ids,Messages,Messages,
account,model,"ir.model.fields,field_description",account.field_account_move__message_ids,Messages,Messages,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_ids,Messages,Messages,
account,model,"ir.model.fields,field_description",account.field_account_tax_repartition_line_template__minus_report_line_ids,Minus Report Lines,Minus Report Lines,
account,model,"ir.actions.act_window,name",account.action_account_moves_journal_misc,Miscellaneous,Miscellaneous,
account,model,"ir.model.fields.selection,name",account.selection__account_journal__type__general,Miscellaneous,Miscellaneous,
account,model,"ir.ui.menu,name",account.menu_action_account_moves_journal_misc,Miscellaneous,Miscellaneous,
account,model,"ir.ui.menu,name",account.menu_finance_entries_accounting_miscellaneous,Miscellaneous,Miscellaneous,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_search,Miscellaneous,Miscellaneous,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_filter,Miscellaneous,Miscellaneous,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_line_filter,Miscellaneous,Miscellaneous,
account,code,addons/account/static/src/xml/account_reconciliation.xml,121,Miscellaneous Matching,Miscellaneous Matching,openerp-web
account,code,addons/account/models/chart_template.py,402,Miscellaneous Operations,Miscellaneous Operations,
account,code,addons/account/wizard/account_validate_account_move.py,15,Missing 'active_model' in context.,Missing 'active_model' in context.,
account,model,"ir.model.constraint,message",account.constraint_account_move_line_check_accountable_required_fields,Missing required account on accountable invoice line.,Missing required account on accountable invoice line.,
account,code,addons/account/static/src/xml/account_reconciliation.xml,212,Modify models,Modify models,openerp-web
account,model,"ir.model.fields.selection,name",account.selection__account_cash_rounding__strategy__biggest_tax,Modify tax amount,Modify tax amount,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Monitor your product margins from invoices,Monitor your product margins from invoices,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__move_id,Move,Move,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Move,Move,
account,model,"ir.model.fields,field_description",account.field_account_payment__move_line_ids,Move Line,Move Line,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__move_line_count,Move Line Count,Move Line Count,
account,model,"ir.model.fields,field_description",account.field_account_payment__move_reconciled,Move Reconciled,Move Reconciled,
account,model,"ir.model.fields,field_description",account.field_account_move_reversal__move_type,Move Type,Move Type,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Multi-Currencies,Multi-Currencies,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,My Invoices,My Invoices,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_report_search,My Invoices,My Invoices,
account,model,"ir.model.fields,field_description",account.field_account_account__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_account_template__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_year__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_group__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_incoterms__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_payment__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_payment_method__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_root__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__bank_name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_tax_group__name,Name,Name,
account,model,"ir.model.fields,field_description",account.field_account_tax_report_line__name,Name,Name,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Name,Name,
account,model,"ir.model.fields,help",account.field_account_invoice_send__record_name,Name get of the related document.,Name get of the related document.,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Navigate easily through reports and see what is behind the numbers,Navigate easily through reports and see what is behind the numbers,
account,model,"ir.model.fields,field_description",account.field_account_account_tag__tax_negate,Negate Tax Balance,Negate Tax Balance,
account,code,addons/account/static/src/xml/account_reconciliation.xml,302,New,New,openerp-web
account,model,"ir.model.fields.selection,name",account.selection__account_bank_statement__state__open,New,New,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__new_journal_name,New Journal Name,New Journal Name,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,New Transactions,New Transactions,
account,model,"ir.model.fields,field_description",account.field_account_journal__activity_date_deadline,Next Activity Deadline,Next Activity Deadline,
account,model,"ir.model.fields,field_description",account.field_account_move__activity_date_deadline,Next Activity Deadline,Next Activity Deadline,
account,model,"ir.model.fields,field_description",account.field_account_payment__activity_date_deadline,Next Activity Deadline,Next Activity Deadline,
account,model,"ir.model.fields,field_description",account.field_account_journal__activity_summary,Next Activity Summary,Next Activity Summary,
account,model,"ir.model.fields,field_description",account.field_account_move__activity_summary,Next Activity Summary,Next Activity Summary,
account,model,"ir.model.fields,field_description",account.field_account_payment__activity_summary,Next Activity Summary,Next Activity Summary,
account,model,"ir.model.fields,field_description",account.field_account_journal__activity_type_id,Next Activity Type,Next Activity Type,
account,model,"ir.model.fields,field_description",account.field_account_move__activity_type_id,Next Activity Type,Next Activity Type,
account,model,"ir.model.fields,field_description",account.field_account_payment__activity_type_id,Next Activity Type,Next Activity Type,
account,model,"ir.model.fields,field_description",account.field_account_journal__sequence_number_next,Next Number,Next Number,
account,model,"ir.model.fields,field_description",account.field_account_move__invoice_sequence_number_next,Next Number,Next Number,
account,model,"ir.model.fields,field_description",account.field_account_move__invoice_sequence_number_next_prefix,Next Number Prefix,Next Number Prefix,
account,model,"ir.model.fields,field_description",account.field_account_move_line__blocked,No Follow-up,No Follow-up,
account,model,"ir.model.fields.selection,name",account.selection__res_partner__invoice_warn__no-message,No Message,No Message,
account,code,addons/account/models/account.py,1184,No attachment was provided,No attachment was provided,
account,code,addons/account/models/account_bank_statement.py,554,No default debit and credit account defined on journal %s (ids: %s).,No default debit and credit account defined on journal %s (ids: %s).,
account,code,addons/account/models/account_reconcile_model.py,144,No move from this reconciliation model,No move from this reconciliation model,
account,code,addons/account/models/ir_actions_report.py,23,No original vendor bills could be found for any of the selected vendor bills.,No original vendor bills could be found for any of the selected vendor bills.,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__no_auto_thread,No threading for answers,No threading for answers,
account,model,"ir.model.fields,help",account.field_res_company__tax_lock_date,No users can edit journal entries related to a tax prior and inclusive of this date.,No users can edit journal entries related to a tax prior and inclusive of this date.,
account,model,"ir.model.fields,help",account.field_res_company__fiscalyear_lock_date,"No users, including Advisers, can edit accounts prior to and inclusive of this date. Use it for fiscal year locking for example.","No users, including Advisers, can edit accounts prior to and inclusive of this date. Use it for fiscal year locking for example.",
account,model,"ir.model.fields,help",account.field_account_chart_template__code_digits,No. of Digits to use for account code,No. of Digits to use for account code,
account,model,"account.account.type,name",account.data_account_type_non_current_assets,Non-current Assets,Non-current Assets,
account,model,"account.account.type,name",account.data_account_type_non_current_liabilities,Non-current Liabilities,Non-current Liabilities,
account,model,"ir.model.fields.selection,name",account.selection__account_tax__type_tax_use__none,None,None,
account,model,"ir.model.fields.selection,name",account.selection__account_tax_template__type_tax_use__none,None,None,
account,model,"ir.model.fields.selection,name",account.selection__res_partner__trust__normal,Normal Debtor,Normal Debtor,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__match_label__not_contains,Not Contains,Not Contains,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__match_note__not_contains,Not Contains,Not Contains,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model__match_transaction_type__not_contains,Not Contains,Not Contains,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__match_label__not_contains,Not Contains,Not Contains,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__match_note__not_contains,Not Contains,Not Contains,
account,model,"ir.model.fields.selection,name",account.selection__account_reconcile_model_template__match_transaction_type__not_contains,Not Contains,Not Contains,
account,code,addons/account/models/account_journal_dashboard.py,149,Not Due,Not Due,
account,model,"ir.model.fields.selection,name",account.selection__account_invoice_report__invoice_payment_state__not_paid,Not Paid,Not Paid,
account,model,"ir.model.fields.selection,name",account.selection__account_move__invoice_payment_state__not_paid,Not Paid,Not Paid,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Not Paid,Not Paid,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_dashboard_onboarding_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_invoice_onboarding_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_onboarding_invoice_layout_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_onboarding_sale_tax_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_onboarding_sample_invoice_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_setup_bank_data_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_setup_coa_state__not_done,Not done,Not done,
account,model,"ir.model.fields.selection,name",account.selection__res_company__account_setup_fy_data_state__not_done,Not done,Not done,
account,code,addons/account/static/src/xml/account_reconciliation.xml,359,Note,Note,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_account_template__note,Note,Note,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__match_note,Note,Note,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__match_note,Note,Note,
account,model,"ir.model.fields.selection,name",account.selection__account_move_line__display_type__line_note,Note,Note,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,Note,Note,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__match_note_param,Note Parameter,Note Parameter,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__match_note_param,Note Parameter,Note Parameter,
account,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,"Note that the easiest way to create a credit note is to do it directly
                from the customer invoice.","Note that the easiest way to create a credit note is to do it directly
                from the customer invoice.",
account,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Note that the easiest way to create a vendor credit note it to do it directly from the vendor bill.,Note that the easiest way to create a vendor credit note it to do it directly from the vendor bill.,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__note,Notes,Notes,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__note,Notes,Notes,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template__note,Notes,Notes,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_form,Notes,Notes,
account,code,addons/account/static/src/xml/account_reconciliation.xml,28,Nothing to do!,Nothing to do!,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__notify,Notify followers,Notify followers,
account,model,"ir.model.fields,help",account.field_account_invoice_send__notify,Notify followers of the document (mass post only),Notify followers of the document (mass post only),
account,model,"ir.model.fields.selection,name",account.selection__res_company__fiscalyear_last_month__11,November,November,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__num_journals_without_account,Num Journals Without Account,Num Journals Without Account,
account,model,"ir.model.fields,field_description",account.field_account_full_reconcile__name,Number,Number,
account,model,"ir.model.fields,field_description",account.field_account_move__name,Number,Number,
account,model,"ir.model.fields,field_description",account.field_account_move_line__move_name,Number,Number,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_needaction_counter,Number of Actions,Number of Actions,
account,model,"ir.model.fields,field_description",account.field_account_journal__message_needaction_counter,Number of Actions,Number of Actions,
account,model,"ir.model.fields,field_description",account.field_account_move__message_needaction_counter,Number of Actions,Number of Actions,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_needaction_counter,Number of Actions,Number of Actions,
account,model,"ir.model.fields,field_description",account.field_account_payment_term_line__days,Number of Days,Number of Days,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__number_entries,Number of entries related to this model,Number of entries related to this model,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_has_error_counter,Number of errors,Number of errors,
account,model,"ir.model.fields,field_description",account.field_account_journal__message_has_error_counter,Number of errors,Number of errors,
account,model,"ir.model.fields,field_description",account.field_account_move__message_has_error_counter,Number of errors,Number of errors,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_has_error_counter,Number of errors,Number of errors,
account,model,"ir.model.fields,help",account.field_account_bank_statement__message_needaction_counter,Number of messages which requires an action,Number of messages which requires an action,
account,model,"ir.model.fields,help",account.field_account_journal__message_needaction_counter,Number of messages which requires an action,Number of messages which requires an action,
account,model,"ir.model.fields,help",account.field_account_move__message_needaction_counter,Number of messages which requires an action,Number of messages which requires an action,
account,model,"ir.model.fields,help",account.field_account_payment__message_needaction_counter,Number of messages which requires an action,Number of messages which requires an action,
account,model,"ir.model.fields,help",account.field_account_bank_statement__message_has_error_counter,Number of messages with delivery error,Number of messages with delivery error,
account,model,"ir.model.fields,help",account.field_account_journal__message_has_error_counter,Number of messages with delivery error,Number of messages with delivery error,
account,model,"ir.model.fields,help",account.field_account_move__message_has_error_counter,Number of messages with delivery error,Number of messages with delivery error,
account,model,"ir.model.fields,help",account.field_account_payment__message_has_error_counter,Number of messages with delivery error,Number of messages with delivery error,
account,model,"ir.model.fields,help",account.field_account_bank_statement__message_unread_counter,Number of unread messages,Number of unread messages,
account,model,"ir.model.fields,help",account.field_account_journal__message_unread_counter,Number of unread messages,Number of unread messages,
account,model,"ir.model.fields,help",account.field_account_move__message_unread_counter,Number of unread messages,Number of unread messages,
account,model,"ir.model.fields,help",account.field_account_payment__message_unread_counter,Number of unread messages,Number of unread messages,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,OFX Import,OFX Import,
account,model,"ir.model.fields.selection,name",account.selection__res_company__fiscalyear_last_month__10,October,October,
account,model,"ir.model.fields.selection,name",account.selection__account_journal__invoice_reference_model__odoo,Odoo,Odoo,
account,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,"Odoo allows you to reconcile a statement line directly with
                the related sale or puchase invoice(s).","Odoo allows you to reconcile a statement line directly with
                the related sale or puchase invoice(s).",
account,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"Odoo allows you to reconcile a statement line directly with
                the related sale or puchase invoices.","Odoo allows you to reconcile a statement line directly with
                the related sale or puchase invoices.",
account,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Odoo helps you easily track all activities related to a customer.,Odoo helps you easily track all activities related to a customer.,
account,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Odoo helps you easily track all activities related to a supplier.,Odoo helps you easily track all activities related to a supplier.,
account,model,"ir.model.fields.selection,name",account.selection__account_account_type__internal_group__off_balance,Off Balance,Off Balance,
account,model,"account.account.type,name",account.data_account_off_sheet,Off-Balance Sheet,Off-Balance Sheet,
account,model_terms,"ir.ui.view,arch_db",account.view_payment_term_line_form,On the,On the,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"Once installed, set 'Bank Feeds' to 'File Import' in bank account settings.This adds a button to import from the Accounting dashboard.","Once installed, set 'Bank Feeds' to 'File Import' in bank account settings.This adds a button to import from the Accounting dashboard.",
account,code,addons/account/models/account_payment.py,667,Only a draft payment can be posted.,Only a draft payment can be posted.,
account,code,addons/account/models/chart_template.py,177,Only administrators can load a chart of accounts,Only administrators can load a chart of accounts,
account,code,addons/account/models/account_move.py,2447,Only invoices could be printed.,Only invoices could be printed.,
account,code,addons/account/models/account_move.py,2504,Only invoices could be printed.,Only invoices could be printed.,
account,model,"ir.model.fields,help",account.field_account_payment_register__group_payment,Only one payment will be created by partner (bank)/ currency.,Only one payment will be created by partner (bank)/ currency.,
account,model,"ir.model.fields,help",account.field_res_company__period_lock_date,"Only users with the 'Adviser' role can edit accounts prior to and inclusive of this date. Use it for period locking inside an open fiscal year, for example.","Only users with the 'Adviser' role can edit accounts prior to and inclusive of this date. Use it for period locking inside an open fiscal year, for example.",
account,model,"ir.model.fields.selection,name",account.selection__account_invoice_report__state__posted,Open,Open,
account,model_terms,"ir.ui.view,arch_db",account.init_accounts_tree,Open,Open,
account,code,addons/account/models/account_reconcile_model.py,355,Open Balance,Open Balance,
account,code,addons/account/static/src/js/reconciliation/reconciliation_model.js,853,Open balance,Open balance,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,173,Open balance,Open balance,openerp-web
account,model,"ir.model,name",account.model_account_financial_year_op,Opening Balance of Financial Year,Opening Balance of Financial Year,
account,model,"ir.model.fields,field_description",account.field_account_financial_year_op__opening_date,Opening Date,Opening Date,
account,model,"ir.model.fields,field_description",account.field_res_company__account_opening_date,Opening Date,Opening Date,
account,model,"ir.model.fields,field_description",account.field_res_company__account_opening_journal_id,Opening Journal,Opening Journal,
account,code,addons/account/models/company.py,333,Opening Journal Entry,Opening Journal Entry,
account,model,"ir.model.fields,field_description",account.field_res_company__account_opening_move_id,Opening Journal Entry,Opening Journal Entry,
account,model,"ir.model.fields,field_description",account.field_account_financial_year_op__opening_move_posted,Opening Move Posted,Opening Move Posted,
account,model,"ir.model.fields,help",account.field_account_cashbox_line__number,Opening Unit Numbers,Opening Unit Numbers,
account,code,addons/account/models/account.py,389,Opening balance,Opening balance,
account,code,addons/account/models/account.py,403,Opening balance,Opening balance,
account,model,"ir.model.fields,field_description",account.field_account_account__opening_credit,Opening credit,Opening credit,
account,model,"ir.model.fields,help",account.field_account_account__opening_credit,Opening credit value for this account.,Opening credit value for this account.,
account,model,"ir.model.fields,field_description",account.field_account_account__opening_debit,Opening debit,Opening debit,
account,model,"ir.model.fields,help",account.field_account_account__opening_debit,Opening debit value for this account.,Opening debit value for this account.,
