module,type,name,res_id,src,value,comments
base,model,"ir.model.fields,help",base.field_res_lang__grouping,"The Separator Format should be like [,n] where 0 < n :starting from Unit digit. -1 will end the separation. e.g. [3,2,-1] will represent 106500 to be 1,06,500; [1,2,-1] will represent it to be 106,50,0;[3] will represent it as 106,500. Provided ',' as the thousand separator in each case.","The Separator Format should be like [,n] where 0 < n :starting from Unit digit. -1 will end the separation. e.g. [3,2,-1] will represent 106500 to be 1,06,500; [1,2,-1] will represent it to be 106,50,0;[3] will represent it as 106,500. Provided ',' as the thousand separator in each case.",
base,code,addons/base/models/res_lang.py,75,"The Separator Format should be like [,n] where 0 < n :starting from Unit digit. -1 will end the separation. e.g. [3,2,-1] will represent 106500 to be 1,06,500;[1,2,-1] will represent it to be 106,50,0;[3] will represent it as 106,500. Provided as the thousand separator in each case.","The Separator Format should be like [,n] where 0 < n :starting from Unit digit. -1 will end the separation. e.g. [3,2,-1] will represent 106500 to be 1,06,500;[1,2,-1] will represent it to be 106,50,0;[3] will represent it as 106,500. Provided as the thousand separator in each case.",
base,model,"ir.model.fields,help",base.field_res_company__vat,The Tax Identification Number. Complete it if the contact is subjected to government taxes. Used in some legal statements.,The Tax Identification Number. Complete it if the contact is subjected to government taxes. Used in some legal statements.,
base,model,"ir.model.fields,help",base.field_res_partner__vat,The Tax Identification Number. Complete it if the contact is subjected to government taxes. Used in some legal statements.,The Tax Identification Number. Complete it if the contact is subjected to government taxes. Used in some legal statements.,
base,model,"ir.model.fields,help",base.field_res_users__vat,The Tax Identification Number. Complete it if the contact is subjected to government taxes. Used in some legal statements.,The Tax Identification Number. Complete it if the contact is subjected to government taxes. Used in some legal statements.,
base,model,"ir.model.constraint,message",base.constraint_res_lang_url_code_uniq,The URL code of the language must be unique !,The URL code of the language must be unique !,
base,code,addons/base/models/ir_module.py,790,"The `%s` module appears to be unavailable at the moment, please try again later.","The `%s` module appears to be unavailable at the moment, please try again later.",
base,code,addons/base/models/ir_module.py,602,The `base` module cannot be uninstalled,The `base` module cannot be uninstalled,
base,model,"ir.model.fields,help",base.field_res_partner_category__active,The active field allows you to hide the category without removing it.,The active field allows you to hide the category without removing it.,
base,code,addons/base/models/res_users.py,393,The chosen company is not in the allowed companies for this user,The chosen company is not in the allowed companies for this user,
base,model,"ir.model.constraint,message",base.constraint_res_country_code_uniq,The code of the country must be unique !,The code of the country must be unique !,
base,model,"ir.model.constraint,message",base.constraint_res_lang_code_uniq,The code of the language must be unique !,The code of the language must be unique !,
base,model,"ir.model.constraint,message",base.constraint_res_country_state_name_code_uniq,The code of the state must be unique by country !,The code of the state must be unique by country !,
base,model,"ir.model.constraint,message",base.constraint_res_company_name_uniq,The company name must be unique !,The company name must be unique !,
base,model_terms,"ir.actions.act_window,help",base.act_ir_actions_todo_form,"The configuration wizards are used to help you configure a new instance of Odoo. They are launched during the installation of new modules, but you can choose to restart some wizards manually from this menu.","The configuration wizards are used to help you configure a new instance of Odoo. They are launched during the installation of new modules, but you can choose to restart some wizards manually from this menu.",
base,model,"ir.model.fields,help",base.field_ir_model_fields__related,"The corresponding related field, if any. This must be a dot-separated list of field names.","The corresponding related field, if any. This must be a dot-separated list of field names.",
base,model,"ir.model.constraint,message",base.constraint_res_currency_unique_name,The currency code must be unique!,The currency code must be unique!,
base,model,"ir.model.constraint,message",base.constraint_res_currency_rate_currency_rate_check,The currency rate must be strictly positive.,The currency rate must be strictly positive.,
base,model,"ir.model.fields,help",base.field_ir_attachment__res_model,The database object this attachment will be attached to.,The database object this attachment will be attached to.,
base,model,"ir.model.fields,help",base.field_res_users__company_id,The default company for this user.,The default company for this user.,
base,model_terms,"ir.ui.view,arch_db",base.demo_failures_dialog,The demonstration data of,The demonstration data of,
base,code,addons/base/models/ir_model.py,652,The field '%s' cannot be removed because the field '%s' depends on it.,The field '%s' cannot be removed because the field '%s' depends on it.,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,"The field <strong>Compute</strong> is the Python code to
                                                compute the value of the field on a set of records. The value of
                                                the field must be assigned to each record with a dictionary-like
                                                assignment.","The field <strong>Compute</strong> is the Python code to
                                                compute the value of the field on a set of records. The value of
                                                the field must be assigned to each record with a dictionary-like
                                                assignment.",
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,"The field <strong>Compute</strong> is the Python code to
                                    compute the value of the field on a set of records. The value of
                                    the field must be assigned to each record with a dictionary-like
                                    assignment.","The field <strong>Compute</strong> is the Python code to
                                    compute the value of the field on a set of records. The value of
                                    the field must be assigned to each record with a dictionary-like
                                    assignment.",
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,"The field <strong>Dependencies</strong> lists the fields that
                                                the current field depends on. It is a comma-separated list of
                                                field names, like <code>name, size</code>. You can also refer to
                                                fields accessible through other relational fields, for instance
                                                <code>partner_id.company_id.name</code>.","The field <strong>Dependencies</strong> lists the fields that
                                                the current field depends on. It is a comma-separated list of
                                                field names, like <code>name, size</code>. You can also refer to
                                                fields accessible through other relational fields, for instance
                                                <code>partner_id.company_id.name</code>.",
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,"The field <strong>Dependencies</strong> lists the fields that
                                    the current field depends on. It is a comma-separated list of
                                    field names, like <code>name, size</code>. You can also refer to
                                    fields accessible through other relational fields, for instance
                                    <code>partner_id.company_id.name</code>.","The field <strong>Dependencies</strong> lists the fields that
                                    the current field depends on. It is a comma-separated list of
                                    field names, like <code>name, size</code>. You can also refer to
                                    fields accessible through other relational fields, for instance
                                    <code>partner_id.company_id.name</code>.",
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_uninstall,The following apps will be uninstalled,The following apps will be uninstalled,
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_uninstall,The following documents will be permanently lost,The following documents will be permanently lost,
base,code,addons/base/wizard/base_module_upgrade.py,67,The following modules are not installed or unknown: %s,The following modules are not installed or unknown: %s,
base,model,"ir.model.fields,help",base.field_res_country__name,The full name of the country.,The full name of the country.,
base,model,"ir.model.fields,help",base.field_res_partner__user_id,The internal user in charge of this contact.,The internal user in charge of this contact.,
base,model,"ir.model.fields,help",base.field_res_users__user_id,The internal user in charge of this contact.,The internal user in charge of this contact.,
base,model,"ir.model.fields,help",base.field_ir_model__inherited_model_ids,The list of models that extends the current model.,The list of models that extends the current model.,
base,code,addons/base/models/ir_model.py,575,The m2o field %s is required but declares its ondelete policy as being 'set null'. Only 'restrict' and 'cascade' make sense.,The m2o field %s is required but declares its ondelete policy as being 'set null'. Only 'restrict' and 'cascade' make sense.,
base,model,"ir.model.fields,help",base.field_ir_filters__action_id,The menu action this filter applies to. When left empty the filter applies to all menus for this model.,The menu action this filter applies to. When left empty the filter applies to all menus for this model.,
base,code,addons/base/models/res_company.py,205,The method '_company_default_get' on res.company is deprecated and shouldn't be used anymore,The method '_company_default_get' on res.company is deprecated and shouldn't be used anymore,
base,code,addons/base/models/ir_model.py,157,"The model name can only contain lowercase characters, digits, underscores and dots.","The model name can only contain lowercase characters, digits, underscores and dots.",
base,code,addons/base/models/ir_model.py,155,The model name must start with 'x_'.,The model name must start with 'x_'.,
base,model,"ir.model.fields,help",base.field_ir_model_fields__model_id,The model this field belongs to,The model this field belongs to,
base,model,"ir.model.constraint,message",base.constraint_res_country_name_uniq,The name of the country must be unique !,The name of the country must be unique !,
base,code,addons/base/models/res_users.py,173,"The name of the group can not start with ""-""","The name of the group can not start with ""-""",
base,model,"ir.model.constraint,message",base.constraint_res_groups_name_uniq,The name of the group must be unique within an application!,The name of the group must be unique within an application!,
base,model,"ir.model.constraint,message",base.constraint_res_lang_name_uniq,The name of the language must be unique !,The name of the language must be unique !,
base,model,"ir.model.constraint,message",base.constraint_ir_module_module_name_uniq,The name of the module must be unique!,The name of the module must be unique!,
base,model,"ir.model.fields,help",base.field_ir_sequence__number_increment,The next number of the sequence will be incremented by this number,The next number of the sequence will be incremented by this number,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,The next step depends on the file format:,The next step depends on the file format:,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,The only predefined variables are,The only predefined variables are,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,The only predefined variables are,The only predefined variables are,
base,code,addons/model.py,118,The operation cannot be completed:,The operation cannot be completed:,
base,model,"ir.model.fields,help",base.field_ir_model_fields__domain,"The optional domain to restrict possible values for relationship fields, specified as a Python expression defining a list of triplets. For example: [('color','=','red')]","The optional domain to restrict possible values for relationship fields, specified as a Python expression defining a list of triplets. For example: [('color','=','red')]",
base,model,"ir.model.fields,help",base.field_ir_actions_report__report_file,The path to the main report file (depending on Report Type) or empty if the content is in another field,The path to the main report file (depending on Report Type) or empty if the content is in another field,
base,model,"ir.model.fields,help",base.field_ir_cron__priority,"The priority of the job, as an integer: 0 means higher priority, 10 means lower priority.","The priority of the job, as an integer: 0 means higher priority, 10 means lower priority.",
base,model,"ir.model.fields,help",base.field_res_currency_rate__rate,The rate of the currency to the currency of rate 1,The rate of the currency to the currency of rate 1,
base,model,"ir.model.fields,help",base.field_res_currency__rate,The rate of the currency to the currency of rate 1.,The rate of the currency to the currency of rate 1.,
base,model,"ir.model.fields,help",base.field_ir_attachment__res_id,The record id this is attached to.,The record id this is attached to.,
base,code,addons/base/models/ir_actions_report.py,745,"The report's template '%s' is wrong, please contact your administrator. 

Can not separate file to save as attachment because the report's template does not contains the attributes 'data-oe-model' and 'data-oe-id' on the div with 'article' classname.","The report's template '%s' is wrong, please contact your administrator. 

Can not separate file to save as attachment because the report's template does not contains the attributes 'data-oe-model' and 'data-oe-id' on the div with 'article' classname.",
base,code,addons/base/models/ir_rule.py,233,"The requested operation (""%(operation)s"" on ""%(document_kind)s"" (%(document_model)s)) was rejected because of the following rules:
%(rules_list)s
%(multi_company_warning)s
(Records: %(example_records)s, User: %(user_id)s)","The requested operation (""%(operation)s"" on ""%(document_kind)s"" (%(document_model)s)) was rejected because of the following rules:
%(rules_list)s
%(multi_company_warning)s
(Records: %(example_records)s, User: %(user_id)s)",
base,code,addons/models.py,2905,"The requested operation can not be completed due to security restrictions.

Document type: %(document_kind)s (%(document_model)s)
Operation: %(operation)s
User: %(user)s
Fields:
%(fields_list)s","The requested operation can not be completed due to security restrictions.

Document type: %(document_kind)s (%(document_model)s)
Operation: %(operation)s
User: %(user)s
Fields:
%(fields_list)s",
base,code,addons/base/models/ir_rule.py,221,"The requested operation cannot be completed due to security restrictions. Please contact your system administrator.

(Document type: ""%(document_kind)s"" (%(document_model)s), Operation: %(operation)s)","The requested operation cannot be completed due to security restrictions. Please contact your system administrator.

(Document type: ""%(document_kind)s"" (%(document_model)s), Operation: %(operation)s)",
base,model,"ir.model.constraint,message",base.constraint_res_currency_rounding_gt_zero,The rounding factor must be greater than 0!,The rounding factor must be greater than 0!,
base,code,addons/base/models/ir_module.py,567,"The server is busy right now, module operations are not possible at this time, please try again later.","The server is busy right now, module operations are not possible at this time, please try again later.",
base,code,addons/base/models/ir_mail_server.py,178,The server refused the sender address (%(email_from)s) with error %(repl)s,The server refused the sender address (%(email_from)s) with error %(repl)s,
base,code,addons/base/models/ir_mail_server.py,190,The server refused the test connection with error %(repl)s,The server refused the test connection with error %(repl)s,
base,code,addons/base/models/ir_mail_server.py,183,The server refused the test recipient (%(email_to)s) with error %(repl)s,The server refused the test recipient (%(email_to)s) with error %(repl)s,
base,model,"ir.model.fields,help",base.field_res_country_state__code,The state code.,The state code.,
base,code,addons/base/models/ir_model.py,565,"The table %r if used for other, possibly incompatible fields.","The table %r if used for other, possibly incompatible fields.",
base,model,"ir.model.fields,help",base.field_ir_model_fields__model,The technical name of the model this field belongs to,The technical name of the model this field belongs to,
base,model,"ir.model.fields,help",base.field_ir_actions_report__report_type,"The type of the report that will be rendered, each one having its own rendering method. HTML means the report will be opened directly in your browser PDF means the report will be rendered using Wkhtmltopdf and downloaded by the user.","The type of the report that will be rendered, each one having its own rendering method. HTML means the report will be opened directly in your browser PDF means the report will be rendered using Wkhtmltopdf and downloaded by the user.",
base,code,addons/base/models/res_users.py,411,The user cannot have more than one user types.,The user cannot have more than one user types.,
base,model,"ir.model.fields,help",base.field_ir_filters__user_id,The user this filter is private to. When left empty the filter is public and available to all users.,The user this filter is private to. When left empty the filter is public and available to all users.,
base,code,addons/models.py,6403,The value for the field '%s' already exists (this is probably '%s' in the current model).,The value for the field '%s' already exists (this is probably '%s' in the current model).,
base,code,addons/base/models/ir_qweb_fields.py,415,The value send to monetary field is not a number.,The value send to monetary field is not a number.,
base,code,addons/models.py,6409,The values for the fields '%s' already exist (they are probably '%s' in the current model).,The values for the fields '%s' already exist (they are probably '%s' in the current model).,
base,model,"ir.module.category,name",base.module_category_theme,Theme,Theme,
base,model,"ir.module.module,shortdesc",base.module_theme_anelusia_sale,Theme Anelusia eCommerce Plugin,Theme Anelusia eCommerce Plugin,
base,model,"ir.module.module,shortdesc",base.module_theme_common,Theme Common,Theme Common,
base,model,"ir.module.module,shortdesc",base.module_theme_kea_sale,Theme Kea eCommerce Plugin,Theme Kea eCommerce Plugin,
base,model,"ir.module.module,shortdesc",base.module_theme_loftspace_sale,Theme Loftspace eCommerce Plugin,Theme Loftspace eCommerce Plugin,
base,model,"ir.module.module,shortdesc",base.module_theme_monglia_sale,Theme Monglia eCommerce Plugin,Theme Monglia eCommerce Plugin,
base,model,"ir.module.module,shortdesc",base.module_theme_notes_sale,Theme Notes eCommerce Plugin,Theme Notes eCommerce Plugin,
base,model,"ir.actions.act_url,name",base.action_theme_store,Theme Store,Theme Store,
base,model,"ir.ui.menu,name",base.menu_theme_store,Theme Store,Theme Store,
base,model,"ir.ui.menu,name",base.theme_store,Theme Store,Theme Store,
base,model,"ir.module.module,shortdesc",base.module_test_themes,Themes Testing Module,Themes Testing Module,
base,model_terms,"ir.ui.view,arch_db",base.base_partner_merge_automatic_wizard_form,There are no more contacts to merge for this request,There are no more contacts to merge for this request,
base,code,addons/base/models/ir_filters.py,106,"There is already a shared filter set as default for %(model)s, delete or change it before setting a new default","There is already a shared filter set as default for %(model)s, delete or change it before setting a new default",
base,model,"ir.actions.act_url,name",base.action_third_party,Third-Party Apps,Third-Party Apps,
base,model,"ir.ui.menu,name",base.menu_third_party,Third-Party Apps,Third-Party Apps,
base,model,"ir.module.module,summary",base.module_openacademy,This App manages training,This App manages training,
base,model,"ir.model.fields,help",base.field_res_lang__iso_code,This ISO code is the name of po files to use for translations,This ISO code is the name of po files to use for translations,
base,model,"ir.model.fields.selection,name",base.selection__ir_actions_act_url__target__self,This Window,This Window,
base,code,addons/base/models/ir_model.py,699,This column contains module data and cannot be removed!,This column contains module data and cannot be removed!,
base,model,"ir.model.fields,help",base.field_res_company__favicon,This field holds the image used to display a favicon for a given company.,This field holds the image used to display a favicon for a given company.,
base,model,"ir.model.fields,help",base.field_ir_ui_view__arch_base,This field is the same as `arch` field without translations,This field is the same as `arch` field without translations,
base,model,"ir.model.fields,help",base.field_res_lang__code,This field is used to set/get locales for user,This field is used to set/get locales for user,
base,model,"ir.model.fields,help",base.field_ir_ui_view__arch,"This field should be used when accessing view arch. It will use translation.
                               Note that it will read `arch_db` or `arch_fs` if in dev-xml mode.","This field should be used when accessing view arch. It will use translation.
                               Note that it will read `arch_db` or `arch_fs` if in dev-xml mode.",
base,model,"ir.model.fields,help",base.field_ir_ui_view__arch_db,This field stores the view arch.,This field stores the view arch.,
base,model,"ir.model.fields,help",base.field_ir_ui_view__arch_prev,"This field will save the current `arch_db` before writing on it.
                                                                         Useful to (soft) reset a broken view.","This field will save the current `arch_db` before writing on it.
                                                                         Useful to (soft) reset a broken view.",
base,code,addons/image.py,406,This file could not be decoded as an image file. Please try with a different file.,This file could not be decoded as an image file. Please try with a different file.,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,"This file was generated using the universal <strong>Unicode/UTF-8</strong> file encoding, please be sure to view and edit
                           using the same encoding.","This file was generated using the universal <strong>Unicode/UTF-8</strong> file encoding, please be sure to view and edit
                           using the same encoding.",
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__views,"This function field computes the ordered list of views that should be enabled when displaying the result of an action, federating view mode, views and reference view. The result is returned as an ordered list of pairs (view_id,view_mode).","This function field computes the ordered list of views that should be enabled when displaying the result of an action, federating view mode, views and reference view. The result is returned as an ordered list of pairs (view_id,view_mode).",
base,model,"ir.model.fields,help",base.field_ir_actions_report__attachment,This is the filename of the attachment used to store the printing result. Keep empty to not save the printed reports. You can use a python expression with the object and time variables.,This is the filename of the attachment used to store the printing result. Keep empty to not save the printed reports. You can use a python expression with the object and time variables.,
base,model,"ir.model.fields,help",base.field_ir_actions_report__print_report_name,This is the filename of the report going to download. Keep empty to not change the report filename. You can use a python expression with the 'object' and 'time' variables.,This is the filename of the report going to download. Keep empty to not change the report filename. You can use a python expression with the 'object' and 'time' variables.,
base,model,"ir.module.module,description",base.module_l10n_no,"This is the module to manage the accounting chart for Norway in Odoo.

Updated for Odoo 9 by Bringsvor Consulting AS <www.bringsvor.com>
","This is the module to manage the accounting chart for Norway in Odoo.

Updated for Odoo 9 by Bringsvor Consulting AS <www.bringsvor.com>
",
base,model,"ir.module.module,description",base.module_website_hr_recruitment,This module allows to publish your available job positions on your website and keep track of application submissions easily. It comes as an add-on of *Recruitment* app.,This module allows to publish your available job positions on your website and keep track of application submissions easily. It comes as an add-on of *Recruitment* app.,
base,model,"ir.module.module,description",base.module_test_mail,"This module contains tests related to mail. Those are
contained in a separate module as it contains models used only to perform
tests independently to functional aspects of other models. ","This module contains tests related to mail. Those are
contained in a separate module as it contains models used only to perform
tests independently to functional aspects of other models. ",
base,model,"ir.module.module,description",base.module_test_mass_mailing,"This module contains tests related to mass mailing. Those
are contained in a separate module to use specific test models defined in
test_mail. ","This module contains tests related to mass mailing. Those
are contained in a separate module to use specific test models defined in
test_mail. ",
base,model,"ir.module.module,description",base.module_test_mail_full,"This module contains tests related to various mail features
and mail-related sub modules. Those tests are contained in a separate module as it
contains models used only to perform tests independently to functional aspects of
real applications. ","This module contains tests related to various mail features
and mail-related sub modules. Those tests are contained in a separate module as it
contains models used only to perform tests independently to functional aspects of
real applications. ",
base,model,"ir.module.module,description",base.module_test_website,"This module contains tests related to website. Those are
contained in a separate module as we are testing module install/uninstall/upgrade
and we don't want to reload the website module every time, including it's possible
dependencies. Neither we want to add in website module some routes, views and
models which only purpose is to run tests.","This module contains tests related to website. Those are
contained in a separate module as we are testing module install/uninstall/upgrade
and we don't want to reload the website module every time, including it's possible
dependencies. Neither we want to add in website module some routes, views and
models which only purpose is to run tests.",
base,model,"ir.module.module,description",base.module_website_slides_survey,This module lets you use the full power of certifications within your courses.,This module lets you use the full power of certifications within your courses.,
base,model,"ir.module.module,description",base.module_test_themes,"This module will help you to quickly test all the Odoo
    themes without having to switch from one theme to another on your website.
    It will simply create a new website for each Odoo theme and install every
    theme on one website.","This module will help you to quickly test all the Odoo
    themes without having to switch from one theme to another on your website.
    It will simply create a new website for each Odoo theme and install every
    theme on one website.",
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_upgrade,This module will trigger the uninstallation of below modules.,This module will trigger the uninstallation of below modules.,
base,code,addons/base/models/ir_model.py,1556,"This operation is allowed for the groups:
%(groups_list)s","This operation is allowed for the groups:
%(groups_list)s",
base,model,"ir.model.fields,field_description",base.field_res_lang__thousands_sep,Thousands Separator,Thousands Separator,
base,model,"ir.model.fields.selection,name",base.selection__res_lang__week_start__4,Thursday,Thursday,
base,model,"ir.model.fields,field_description",base.field_res_lang__time_format,Time Format,Time Format,
base,model,"ir.module.category,name",base.module_category_human_resources_time_off,Time Off,Time Off,
base,model,"ir.module.module,shortdesc",base.module_hr_holidays,Time Off,Time Off,
base,model,"ir.module.module,shortdesc",base.module_hr_holidays_calendar,Time Off - Calendar,Time Off - Calendar,
base,model,"ir.module.module,shortdesc",base.module_project_timesheet_holidays,Timesheet when on Time Off,Timesheet when on Time Off,
base,model,"ir.module.category,name",base.module_category_operations_timesheets,Timesheets,Timesheets,
base,model,"ir.module.module,shortdesc",base.module_timesheet_grid,Timesheets,Timesheets,
base,model,"ir.module.module,shortdesc",base.module_hr_timesheet_attendance,Timesheets/attendances reporting,Timesheets/attendances reporting,
base,model,"ir.model.fields,field_description",base.field_res_partner__tz,Timezone,Timezone,
base,model,"ir.model.fields,field_description",base.field_res_users__tz,Timezone,Timezone,
base,model,"ir.model.fields,field_description",base.field_res_partner__tz_offset,Timezone offset,Timezone offset,
base,model,"ir.model.fields,field_description",base.field_res_users__tz_offset,Timezone offset,Timezone offset,
base,model,"res.country,name",base.tl,Timor-Leste,Timor-Leste,
base,model,"ir.model.fields,field_description",base.field_res_partner__title,Title,Title,
base,model,"ir.model.fields,field_description",base.field_res_partner_title__name,Title,Title,
base,model,"ir.model.fields,field_description",base.field_res_users__title,Title,Title,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_date_range__date_to,To,To,
base,model,"ir.model.fields.selection,name",base.selection__ir_actions_todo__state__open,To Do,To Do,
base,model_terms,"ir.ui.view,arch_db",base.config_wizard_step_view_search,To Do,To Do,
base,model,"ir.model.fields.selection,name",base.selection__ir_translation__state__to_translate,To Translate,To Translate,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module__state__to_install,To be installed,To be installed,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module_dependency__state__to_install,To be installed,To be installed,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module_exclusion__state__to_install,To be installed,To be installed,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module__state__to_remove,To be removed,To be removed,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module_dependency__state__to_remove,To be removed,To be removed,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module_exclusion__state__to_remove,To be removed,To be removed,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module__state__to_upgrade,To be upgraded,To be upgraded,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module_dependency__state__to_upgrade,To be upgraded,To be upgraded,
base,model,"ir.model.fields.selection,name",base.selection__ir_module_module_exclusion__state__to_upgrade,To be upgraded,To be upgraded,
base,code,addons/base/models/ir_module.py,763,"To enable it, make sure this directory exists and is writable on the server:","To enable it, make sure this directory exists and is writable on the server:",
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,"To return an action, assign: <code>action = {...}</code>","To return an action, assign: <code>action = {...}</code>",
base,model_terms,"ir.ui.view,arch_db",base.ir_actions_todo_tree,Todo,Todo,
base,model,"res.country,name",base.tg,Togo,Togo,
base,model,"res.country,name",base.tk,Tokelau,Tokelau,
base,model,"res.country,name",base.to,Tonga,Tonga,
base,code,addons/base/models/res_users.py,882,"Too many login failures, please wait a bit before trying again.","Too many login failures, please wait a bit before trying again.",
base,model,"ir.module.category,name",base.module_category_tools,Tools,Tools,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__margin_top,Top Margin (mm),Top Margin (mm),
base,model_terms,"ir.ui.view,arch_db",base.layout_preview,Total,Total,
base,model,"ir.model.fields,help",base.field_ir_model__count,Total number of records in this model,Total number of records in this model,
base,model,"ir.module.module,shortdesc",base.module_web_tour,Tours,Tours,
base,model,"ir.module.module,summary",base.module_theme_kiddo,"Toys, Games, Kids, Boys, Girls, Stores","Toys, Games, Kids, Boys, Girls, Stores",
base,model,"ir.module.module,shortdesc",base.module_mass_mailing_event_track_sms,Track Speakers SMS Marketing,Track Speakers SMS Marketing,
base,model,"ir.module.module,summary",base.module_hr_attendance,Track employee attendance,Track employee attendance,
base,model,"ir.module.module,summary",base.module_hr_timesheet,Track employee time on tasks,Track employee time on tasks,
base,model,"ir.module.module,summary",base.module_maintenance,Track equipment and manage maintenance requests,Track equipment and manage maintenance requests,
base,model,"ir.module.module,summary",base.module_crm,Track leads and close opportunities,Track leads and close opportunities,
base,model,"ir.module.module,summary",base.module_helpdesk,Track support tickets,Track support tickets,
base,model,"ir.module.module,summary",base.module_timesheet_grid,Track time & costs,Track time & costs,
base,model,"ir.module.module,summary",base.module_hr_recruitment,Track your recruitment pipeline,Track your recruitment pipeline,
base,model,"ir.module.category,name",base.module_category_training_grounds,Training Grounds,Training Grounds,
base,model,"ir.module.module,summary",base.module_event,"Trainings, Conferences, Meetings, Exhibitions, Registrations","Trainings, Conferences, Meetings, Exhibitions, Registrations",
base,model,"ir.module.module,description",base.module_payment_transfer,Transfer Payment Acquirer,Transfer Payment Acquirer,
base,model,"ir.module.module,shortdesc",base.module_payment_transfer,Transfer Payment Acquirer,Transfer Payment Acquirer,
base,model_terms,"ir.ui.view,arch_db",base.view_model_search,Transient,Transient,
base,model,"ir.model.fields,field_description",base.field_ir_model__transient,Transient Model,Transient Model,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,Transient: False,Transient: False,
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,Transient: True,Transient: True,
base,model,"ir.module.module,shortdesc",base.module_transifex,Transifex integration,Transifex integration,
base,model,"ir.model.fields,field_description",base.field_res_groups__trans_implied_ids,Transitively inherits,Transitively inherits,
base,model,"ir.model.fields,field_description",base.field_ir_model_fields__translate,Translatable,Translatable,
base,code,addons/base/models/ir_translation.py,754,Translate,Translate,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_search,Translate,Translate,
base,model,"ir.module.module,summary",base.module_website_gengo,Translate website in one-click,Translate website in one-click,
base,model,"ir.model.fields.selection,name",base.selection__ir_translation__state__translated,Translated,Translated,
base,model,"ir.actions.act_window,name",base.action_translation,Translated Terms,Translated Terms,
base,model,"ir.ui.menu,name",base.menu_action_translation,Translated Terms,Translated Terms,
base,model,"ir.model.fields,field_description",base.field_ir_translation__name,Translated field,Translated field,
base,model,"ir.model,name",base.model_ir_translation,Translation,Translation,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_form,Translation,Translation,
base,model,"ir.model.fields,field_description",base.field_ir_translation__value,Translation Value,Translation Value,
base,model,"ir.model.fields,field_description",base.field_ir_translation__comments,Translation comments,Translation comments,
base,code,addons/base/models/ir_translation.py,724,Translation features are unavailable until you install an extra translation.,Translation features are unavailable until you install an extra translation.,
base,model,"ir.model.fields.selection,name",base.selection__ir_translation__state__inprogress,Translation in Progress,Translation in Progress,
base,code,addons/base/models/ir_translation.py,550,"Translation is not valid:
%s","Translation is not valid:
%s",
base,model,"ir.ui.menu,name",base.menu_translation,Translations,Translations,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_dialog_tree,Translations,Translations,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_form,Translations,Translations,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_lang_src_value_tree,Translations,Translations,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_lang_value_tree,Translations,Translations,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_search,Translations,Translations,
base,model_terms,"ir.ui.view,arch_db",base.view_translation_tree,Translations,Translations,
base,model,"res.partner.industry,name",base.res_partner_industry_H,Transportation,Transportation,
base,model,"ir.model.fields.selection,name",base.selection__ir_actions_act_window_view__view_mode__tree,Tree,Tree,
base,model,"ir.model.fields.selection,name",base.selection__ir_ui_view__type__tree,Tree,Tree,
base,model_terms,"ir.ui.view,arch_db",base.view_view_search,Tree,Tree,
base,model,"ir.module.module,shortdesc",base.module_theme_treehouse,Treehouse Theme,Treehouse Theme,
base,model,"ir.module.module,description",base.module_theme_treehouse,Treehouse Theme - Responsive Bootstrap Theme for Odoo CMS,Treehouse Theme - Responsive Bootstrap Theme for Odoo CMS,
base,model,"res.country,name",base.tt,Trinidad and Tobago,Trinidad and Tobago,
base,model,"ir.model.fields.selection,name",base.selection__res_lang__week_start__2,Tuesday,Tuesday,
base,model,"res.country,name",base.tn,Tunisia,Tunisia,
